"","replication","l_seq","n_seq","motif","p.value","p.value.adj","criterion","nnoi","n.pos05","n.pos001","n.neg05","n.neg001","n.pos.adj05","n.pos.adj001","n.neg.adj05","n.neg.adj001"
"115",1,16,500,"1.4.4_1.2",5.98057201450786e-06,0.00202143334090366,"kl",1,0,0,3,1,0,0,1,1
"116",1,16,500,"3.2_2",1,1,"cs",25,0,0,4,2,0,0,2,1
"117",1,16,500,"2.3_3",0.331236639330008,1,"cs",1,0,0,4,2,0,0,2,1
"118",1,16,500,"3.1.1_0.1",0.0872243997164315,1,"cs",1,0,0,4,2,0,0,2,1
"119",1,16,500,"2.3.4_2.1",8.64663451949355e-10,5.84512493517764e-07,"cs",1,0,0,3,1,0,0,1,0
"120",1,16,500,"1.4.4_1.2",5.98057201450786e-06,0.00202143334090366,"cs",1,0,0,3,1,0,0,1,1
"121",1,20,500,"3.2_2",1,1,"ig",25,0,0,4,1,0,0,0,0
"122",1,20,500,"2.3_3",0.820206656937431,1,"ig",1,0,0,4,1,0,0,0,0
"123",1,20,500,"3.1.1_0.1",0.0226077849456265,1,"ig",1,0,0,3,1,0,0,0,0
"124",1,20,500,"2.3.4_2.1",0.000153682364488983,0.103889278394552,"ig",1,0,0,3,0,0,0,0,0
"125",1,20,500,"1.4.4_1.2",0.0226077849456265,1,"ig",1,0,0,3,1,0,0,0,0
"126",1,20,500,"3.2_2",1,1,"kl",25,0,0,4,1,0,0,0,0
"127",1,20,500,"2.3_3",0.820206656937431,1,"kl",1,0,0,4,1,0,0,0,0
"128",1,20,500,"3.1.1_0.1",0.0226077849456265,1,"kl",1,0,0,3,1,0,0,0,0
"129",1,20,500,"2.3.4_2.1",0.000153682364488983,0.103889278394552,"kl",1,0,0,3,0,0,0,0,0
"130",1,20,500,"1.4.4_1.2",0.0226077849456265,1,"kl",1,0,0,3,1,0,0,0,0
"131",1,20,500,"3.2_2",1,1,"cs",25,0,0,4,1,0,0,0,0
"132",1,20,500,"2.3_3",0.820206656937431,1,"cs",1,0,0,4,1,0,0,0,0
"133",1,20,500,"3.1.1_0.1",0.0226077849456265,1,"cs",1,0,0,3,1,0,0,0,0
"134",1,20,500,"2.3.4_2.1",0.000153682364488983,0.103889278394552,"cs",1,0,0,3,0,0,0,0,0
"135",1,20,500,"1.4.4_1.2",0.0226077849456265,1,"cs",1,0,0,3,1,0,0,0,0
"136",1,24,500,"3.2_2",1,1,"ig",25,0,0,6,0,0,0,0,0
"137",1,24,500,"2.3_3",0.6426686795851,1,"ig",1,0,0,6,0,0,0,0,0
"138",1,24,500,"3.1.1_0.1",0.143036947464749,1,"ig",1,0,0,6,0,0,0,0,0
"139",1,24,500,"2.3.4_2.1",0.00362132493341372,0.610193251280211,"ig",1,0,0,5,0,0,0,0,0
"140",1,24,500,"1.4.4_1.2",0.00173116040320664,0.610193251280211,"ig",1,0,0,5,0,0,0,0,0
"141",1,24,500,"3.2_2",1,1,"kl",25,0,0,6,0,0,0,0,0
"142",1,24,500,"2.3_3",0.6426686795851,1,"kl",1,0,0,6,0,0,0,0,0
"143",1,24,500,"3.1.1_0.1",0.143036947464749,1,"kl",1,0,0,6,0,0,0,0,0
"144",1,24,500,"2.3.4_2.1",0.00362132493341372,0.610193251280211,"kl",1,0,0,5,0,0,0,0,0
"145",1,24,500,"1.4.4_1.2",0.00173116040320664,0.610193251280211,"kl",1,0,0,5,0,0,0,0,0
"146",1,24,500,"3.2_2",1,1,"cs",25,0,0,6,0,0,0,0,0
"147",1,24,500,"2.3_3",0.6426686795851,1,"cs",1,0,0,6,0,0,0,0,0
"148",1,24,500,"3.1.1_0.1",0.143036947464749,1,"cs",1,0,0,6,0,0,0,0,0
"149",1,24,500,"2.3.4_2.1",0.00362132493341372,0.610193251280211,"cs",1,0,0,5,0,0,0,0,0
"150",1,24,500,"1.4.4_1.2",0.00173116040320664,0.610193251280211,"cs",1,0,0,5,0,0,0,0,0
"151",1,8,750,"3.2_2",0.000143870252016409,0.00972562903630926,"ig",25,9,1,78,16,1,1,16,7
"152",1,8,750,"2.3_3",9.80590621887008e-07,0.000110479876732603,"ig",1,0,0,87,17,0,0,17,7
"153",1,8,750,"3.1.1_0.1",2.50170254882202e-14,5.63716974334562e-12,"ig",1,1,0,86,17,0,0,17,7
"154",1,8,750,"2.3.4_2.1",0,0,"ig",1,1,0,86,17,0,0,17,7
"155",1,8,750,"1.4.4_1.2",0,0,"ig",1,1,0,86,17,0,0,17,7
"156",1,8,750,"3.2_2",0.000143870252016409,0.00972562903630926,"kl",25,9,1,78,16,1,1,16,7
"157",1,8,750,"2.3_3",9.80590621887008e-07,0.000110479876732603,"kl",1,0,0,87,17,0,0,17,7
"158",1,8,750,"3.1.1_0.1",2.50170254882202e-14,5.63716974334562e-12,"kl",1,1,0,86,17,0,0,17,7
"159",1,8,750,"2.3.4_2.1",0,0,"kl",1,1,0,86,17,0,0,17,7
"160",1,8,750,"1.4.4_1.2",0,0,"kl",1,1,0,86,17,0,0,17,7
"161",1,8,750,"3.2_2",0.000143870252016409,0.00972562903630926,"cs",25,9,1,78,16,1,1,16,7
"162",1,8,750,"2.3_3",9.80590621887008e-07,0.000110479876732603,"cs",1,0,0,87,17,0,0,17,7
"163",1,8,750,"3.1.1_0.1",2.50170254882202e-14,5.63716974334562e-12,"cs",1,1,0,86,17,0,0,17,7
"164",1,8,750,"2.3.4_2.1",0,0,"cs",1,1,0,86,17,0,0,17,7
"165",1,8,750,"1.4.4_1.2",0,0,"cs",1,1,0,86,17,0,0,17,7
"166",1,12,750,"3.2_2",0.621271810275989,1,"ig",25,1,0,22,4,0,0,4,3
"167",1,12,750,"2.3_3",0.089758179268732,1,"ig",1,0,0,23,4,0,0,4,3
"168",1,12,750,"3.1.1_0.1",2.82228347211107e-06,0.000635954542382362,"ig",1,0,0,22,3,0,0,3,2
"169",1,12,750,"2.3.4_2.1",0,0,"ig",1,0,0,22,3,0,0,3,2
"170",1,12,750,"1.4.4_1.2",1.2383427616669e-12,4.18559853443412e-10,"ig",1,1,0,21,3,0,0,3,2
"171",1,12,750,"3.2_2",0.621271810275989,1,"kl",25,1,0,22,4,0,0,4,3
"172",1,12,750,"2.3_3",0.089758179268732,1,"kl",1,0,0,23,4,0,0,4,3
"173",1,12,750,"3.1.1_0.1",2.82228347211107e-06,0.000635954542382362,"kl",1,0,0,22,3,0,0,3,2
"174",1,12,750,"2.3.4_2.1",0,0,"kl",1,0,0,22,3,0,0,3,2
"175",1,12,750,"1.4.4_1.2",1.2383427616669e-12,4.18559853443412e-10,"kl",1,1,0,21,3,0,0,3,2
"176",1,12,750,"3.2_2",0.621271810275989,1,"cs",25,1,0,22,4,0,0,4,3
"177",1,12,750,"2.3_3",0.089758179268732,1,"cs",1,0,0,23,4,0,0,4,3
"178",1,12,750,"3.1.1_0.1",2.82228347211107e-06,0.000635954542382362,"cs",1,0,0,22,3,0,0,3,2
"179",1,12,750,"2.3.4_2.1",0,0,"cs",1,0,0,22,3,0,0,3,2
"180",1,12,750,"1.4.4_1.2",1.2383427616669e-12,4.18559853443412e-10,"cs",1,1,0,21,3,0,0,3,2
"181",1,16,750,"3.2_2",1,1,"ig",25,0,0,22,7,0,0,7,3
"182",1,16,750,"2.3_3",0.301624007173366,1,"ig",1,0,0,22,7,0,0,7,3
"183",1,16,750,"3.1.1_0.1",1.07182693831476e-08,2.41518336766925e-06,"ig",1,0,0,21,6,0,0,6,2
"184",1,16,750,"2.3.4_2.1",8.44324610227432e-12,2.85381718256872e-09,"ig",1,0,0,21,6,0,0,6,2
"185",1,16,750,"1.4.4_1.2",5.25357535252624e-13,3.55141693830774e-10,"ig",1,0,0,21,6,0,0,6,2
"186",1,16,750,"3.2_2",1,1,"kl",25,0,0,22,7,0,0,7,3
"187",1,16,750,"2.3_3",0.301624007173366,1,"kl",1,0,0,22,7,0,0,7,3
"188",1,16,750,"3.1.1_0.1",1.07182693831476e-08,2.41518336766925e-06,"kl",1,0,0,21,6,0,0,6,2
"189",1,16,750,"2.3.4_2.1",8.44324610227432e-12,2.85381718256872e-09,"kl",1,0,0,21,6,0,0,6,2
"190",1,16,750,"1.4.4_1.2",5.25357535252624e-13,3.55141693830774e-10,"kl",1,0,0,21,6,0,0,6,2
"191",1,16,750,"3.2_2",1,1,"cs",25,0,0,22,7,0,0,7,3
"192",1,16,750,"2.3_3",0.301624007173366,1,"cs",1,0,0,22,7,0,0,7,3
"193",1,16,750,"3.1.1_0.1",1.07182693831476e-08,2.41518336766925e-06,"cs",1,0,0,21,6,0,0,6,2
"194",1,16,750,"2.3.4_2.1",8.44324610227432e-12,2.85381718256872e-09,"cs",1,0,0,21,6,0,0,6,2
"195",1,16,750,"1.4.4_1.2",5.25357535252624e-13,3.55141693830774e-10,"cs",1,0,0,21,6,0,0,6,2
"196",1,20,750,"3.2_2",0.928539630069517,1,"ig",25,0,0,12,3,0,0,3,3
"197",1,20,750,"2.3_3",0.0484701010861575,1,"ig",1,0,0,11,3,0,0,3,3
"198",1,20,750,"3.1.1_0.1",3.58197393405627e-06,0.000807138126474014,"ig",1,0,0,11,2,0,0,2,2
"199",1,20,750,"2.3.4_2.1",3.89364084085742e-07,0.000263210120841961,"ig",1,0,0,11,2,0,0,2,2
"200",1,20,750,"1.4.4_1.2",9.87249478612284e-07,0.000333690323770952,"ig",1,0,0,11,2,0,0,2,2
